,Unnamed: 0_x,fips_str,ep_pov,ep_bipoc,ep_carless,ep_overcrowd,risk_score,Unnamed: 0_y,pop
155,62714,42003429600,0.1366287142460427,0.0769230769230769,0.0393151553582752,0.012,0.0944126159003886,62714,3601
228,62787,42003474102,0.0708580262818861,0.1571759855707292,0.1181556195965417,0.0069999999999999,0.0941811220463609,62787,3881
170,62729,42003447000,0.1595166163141994,0.1105740181268882,0.0542635658914728,0.0,0.0941613868129734,62729,1655
65,62624,42003191100,0.1528998242530755,0.0716168717047451,0.0856697819314641,0.005,0.0932195617550546,62624,2276
214,62773,42003471000,0.1419457735247209,0.0614035087719298,0.094224924012158,0.0,0.0924052015780623,62773,1254
317,62876,42003521402,0.0424151696606786,0.3018962075848303,0.0349406009783368,0.0,0.091878434244299,62876,4008
182,62741,42003453004,0.0969180859691808,0.1684238983509056,0.0444704505558806,0.0,0.0879251818241707,62741,7398
167,62726,42003439000,0.1114551083591331,0.1467492260061919,0.0139130434782608,0.0,0.0868193358639774,62726,1615
154,62713,42003429500,0.1233062330623306,0.082204155374887,0.0964532871972318,0.004,0.0860987210319075,62713,4428
64,62623,42003190300,0.1055933089388395,0.0569785676947203,0.0469157254561251,0.013,0.085903521297556,62623,1913
132,62691,42003419000,0.1396396396396396,0.0579150579150579,0.0493745885450954,0.009,0.0851583265482826,62691,3108
152,62711,42003429300,0.1149548446349303,0.1347007500382672,0.0520295202952029,0.0,0.0844360812365018,62711,6533
48,62607,42003140400,0.0953859804791481,0.157941437444543,0.0189944134078212,0.0,0.0840847438614157,62607,2254
371,62930,42003564200,0.1160755412252418,0.0718562874251497,0.0546391752577319,0.011,0.083005775931601,62930,2171
232,62791,42003475101,0.1052974381241858,0.1005210594876248,0.1043553255713669,0.0,0.0823001909235328,62791,4606
379,62938,42003982200,0.0016369588941433,0.2677337213532194,0.0,0.0,0.0812900160218923,62938,5498
191,62750,42003459101,0.2098475967174677,0.0902696365767878,0.0613138686131386,0.0,0.0810123314440742,62750,1706
291,62850,42003503002,0.209669034829319,0.0556229422976953,0.040305767894371,0.0,0.0809433970598246,62850,5771
107,62666,42003408001,0.109306792386939,0.074559105989174,0.0964824120603015,0.0069999999999999,0.0807058166509282,62666,5727
252,62811,42003480400,0.1146708341472944,0.088884547763235,0.0897544453852667,0.0,0.0800913892980325,62811,5119
178,62737,42003451105,0.0672283658065648,0.14990345796033,0.0241075567918405,0.01,0.0794915910171629,62737,5697
215,62774,42003472100,0.1015299026425591,0.0899397311080204,0.0985306828003457,0.0,0.0785210193232903,62774,2157
227,62786,42003474101,0.0722863197551212,0.1346833058629621,0.0146568954030646,0.011,0.0782464359758283,62786,4247
373,62932,42003564500,0.1955180253329003,0.0477427736278012,0.0528559249786871,0.005,0.075480354882908,62932,3079
126,62685,42003415001,0.0878306878306878,0.1388359788359788,0.031210986267166,0.0,0.0752463989069383,62685,4725
185,62744,42003456003,0.0443775363267443,0.2471527686870009,0.0203007518796992,0.006,0.0749110969710934,62744,7639
235,62794,42003475301,0.1057546145494028,0.1148751357220412,0.060405643738977,0.0,0.0747394958482446,62794,4605
102,62661,42003404000,0.1912378303198887,0.0681502086230876,0.0654205607476635,0.003,0.0738279719990276,62661,1438
149,62708,42003429100,0.0999210110584518,0.1149289099526066,0.0400682011935208,0.0069999999999999,0.0725040816240243,62708,2532
128,62687,42003416000,0.1850847457627118,0.0549152542372881,0.0483870967741935,0.0,0.0714525541560463,62687,1475
127,62686,42003415002,0.0929411764705882,0.12,0.0155642023346303,0.0,0.0713812423885247,62686,2550
250,62809,42003480200,0.0875465673230441,0.1263970196913251,0.0126078301260783,0.005,0.0712813468788192,62809,3758
147,62706,42003428100,0.1816666666666666,0.065,0.0238095238095238,0.0,0.0701329938610399,62706,1200
99,62658,42003401300,0.1810193321616871,0.0695957820738137,0.0410209662716499,0.0,0.0698830883186706,62658,2845
93,62652,42003310200,0.1784841075794621,0.0672371638141809,0.0728715728715728,0.0,0.0689043568137446,62652,3272
124,62683,42003414102,0.0491874011218179,0.114339134186682,0.0591549295774647,0.01,0.0684686832767999,62683,6953
285,62844,42003497000,0.1763527054108216,0.0410821643286573,0.0562060889929742,0.0,0.0680815222346143,62844,998
306,62865,42003516200,0.0764218009478673,0.221563981042654,0.0702380952380952,0.0,0.0669800352929187,62865,1688
337,62896,42003526202,0.0581572642125898,0.2178174689610106,0.0663043478260869,0.0,0.0658188306742972,62896,4591
197,62756,42003461000,0.1659619450317124,0.0845665961945031,0.0744274809160305,0.0,0.0640701361765615,62756,946
51,62610,42003141100,0.0831005586592178,0.106145251396648,0.0100502512562814,0.0,0.0632880603985198,62610,1432
309,62868,42003519000,0.0463703229932843,0.2088263511352734,0.0053394355453852,0.0,0.0630320980231545,62868,3127
146,62705,42003427200,0.1564700704225352,0.0803257042253521,0.0683903252710592,0.0,0.0604057678259458,62705,4544
286,62845,42003498000,0.1558796718322698,0.0255241567912488,0.0390697674418604,0.0,0.0601778425743495,62845,2194
114,62673,42003412002,0.0307986406117247,0.1951996601529312,0.0034782608695652,0.006,0.0588086026332016,62673,4708
266,62825,42003488300,0.1515917129863567,0.0545730166750884,0.0750577367205542,0.0069999999999999,0.0585224624381102,62825,1979
115,62674,42003412003,0.07597065117701,0.1907673494344237,0.0283234353586112,0.008,0.0574348396330197,62674,6542
52,62611,42003141200,0.078657191864739,0.1881891693212448,0.0664850136239782,0.0,0.0566357511502332,62611,4081
189,62748,42003458001,0.072246902034136,0.09960252513444,0.0087098530212302,0.016,0.0555555555555555,62748,4277
247,62806,42003479000,0.0581039755351682,0.0127420998980632,0.0265700483091787,0.016,0.0555555555555555,62806,1962
196,62755,42003460002,0.1418191603875134,0.0796555435952637,0.054054054054054,0.005,0.0547497374578091,62755,3716
97,62656,42003401100,0.1416048550236008,0.0454034614520116,0.0409674234945705,0.0,0.054667004191176,62656,4449
195,62754,42003460001,0.0473069834118369,0.0780258038091337,0.1365536460752438,0.0,0.0545006144955176,62754,4883
179,62738,42003451300,0.0430667946783705,0.1788506377725963,0.0236193122612018,0.003,0.0537413401009363,62738,7291
181,62740,42003453003,0.1378238341968912,0.0481865284974093,0.0184453227931488,0.0,0.0532073290879021,62740,1930
32,62591,42003101800,0.0746445497630331,0.1753554502369668,0.0565749235474006,0.0,0.0526580317274742,62591,2532
233,62792,42003475102,0.0408280621046578,0.0483036227717078,0.0249266862170087,0.015,0.0520833333333333,62792,1739
172,62731,42003449000,0.1344195519348268,0.0765784114052953,0.0077294685990338,0.005,0.0518930951044896,62731,2455
218,62777,42003472400,0.1336898395721925,0.0909090909090909,0.03,0.0,0.0516113873284403,62777,1870
249,62808,42003480102,0.0553054662379421,0.1691318327974276,0.0597255851493139,0.0,0.0507290660234169,62808,3110
148,62707,42003428200,0.1291913214990138,0.0779092702169625,0.0614406779661017,0.0,0.0498747201335228,62707,2028
194,62753,42003459202,0.1279620853080568,0.0505529225908372,0.0261437908496732,0.0,0.049400169596454,62753,633
180,62739,42003452000,0.1262745098039215,0.0814117647058823,0.0141623488773747,0.008,0.0487486757112895,62739,6375
224,62783,42003473500,0.0241443353674714,0.0994958875033165,0.0150674068199841,0.0139999999999999,0.0486111111111111,62783,3769
332,62891,42003525200,0.0764132553606237,0.0436647173489278,0.1212121212121212,0.0,0.0483775811209439,62891,2565
106,62665,42003407002,0.1251355118476072,0.0326777141087192,0.0166305133767172,0.006,0.048308961931411,62665,6457
208,62767,42003469000,0.1232032854209445,0.1002053388090349,0.0321336760925449,0.0,0.0475630197802957,62767,4870
160,62719,42003431400,0.066017316017316,0.1558441558441558,0.0491620111731843,0.0,0.0466106456066005,62719,1848
105,62664,42003407001,0.1180735370274469,0.0405662005869152,0.0288617886178861,0.0,0.0455826641146635,62664,5793
272,62831,42003490002,0.1135866321861945,0.0964790133280286,0.0145772594752186,0.006,0.0438504802448289,62831,5027
242,62801,42003477100,0.1125064069707842,0.0943106099436186,0.0546385885031303,0.006,0.0434334558683101,62801,3902
370,62929,42003564100,0.022703818369453,0.1444788441692466,0.0048192771084337,0.002,0.0430880485559623,62929,969
134,62693,42003421100,0.03791086912684,0.1417624521072797,0.0682692307692307,0.004,0.0422461222683633,62693,4959
109,62668,42003409001,0.0564983888292158,0.1370569280343716,0.0185579555825981,0.0,0.0407876787434465,62668,9310
241,62800,42003476200,0.1050571944611679,0.0680313064419024,0.0591836734693877,0.0,0.0405576637112101,62800,3322
103,62662,42003405000,0.100090991810737,0.005459508644222,0.0390455531453362,0.0069999999999999,0.0386404453993091,62662,1099
136,62695,42003422000,0.0481222872240045,0.1294583883751651,0.0191118605958403,0.0,0.0384325657330598,62695,5299
334,62893,42003526101,0.0665164966211739,0.0719491188551742,0.0957775489186405,0.0,0.0382262606746078,62893,7547
112,62671,42003411001,0.0151700513824321,0.0902862735502813,0.0,0.011,0.0381944444444444,62671,4087
284,62843,42003496200,0.0984647961884595,0.092641609317099,0.0329670329670329,0.0,0.0380126474125529,62843,5667
243,62802,42003477200,0.0977946090443305,0.0846513700155936,0.0752840909090909,0.0,0.0377539195362321,62802,4489
131,62690,42003418000,0.097069597069597,0.0738705738705738,0.0355263157894736,0.0,0.0374740263598661,62690,1638
229,62788,42003474201,0.0189239332096474,0.125417439703154,0.0073917634635691,0.0,0.0371801025995382,62788,2695
234,62793,42003475200,0.0962894248608534,0.0582560296846011,0.0526550647032574,0.005,0.0371728383999044,62793,5390
209,62768,42003470300,0.0716067864271457,0.0631237524950099,0.0926130099228225,0.0,0.0369632455532681,62768,4008
204,62763,42003465800,0.0953716690042075,0.0667601683029453,0.0613317757009345,0.0069999999999999,0.036818535835537,62763,3565
305,62864,42003516100,0.0953389830508474,0.0995762711864406,0.0292072322670375,0.0,0.0368059173193919,62864,1416
158,62717,42003430200,0.0681423611111111,0.1232638888888889,0.0639219934994582,0.0,0.036512624930318,62717,4608
164,62723,42003434000,0.0894568690095846,0.1022364217252396,0.0295250320924261,0.0,0.0345351085050113,62723,1878
333,62892,42003525300,0.0894160583941605,0.0538321167883211,0.0095510983763132,0.0,0.0345193534372626,62892,2192
271,62830,42003489002,0.0660220994475138,0.0939226519337016,0.0862396956246036,0.0,0.0344195599351294,62830,3620
153,62712,42003429400,0.0889142857142857,0.0816,0.0151091214325685,0.0,0.0343256424999564,62712,4375
276,62835,42003491200,0.0605095541401273,0.1160145586897179,0.0697435897435897,0.0,0.0342657468939612,62835,2198
176,62735,42003451102,0.0487844940867279,0.1146517739816031,0.0500682749203459,0.005,0.0338433615225105,62735,6088
183,62742,42003455000,0.0870459218642906,0.0932145305003427,0.0637329286798179,0.0,0.0336043546994689,62742,1459
331,62890,42003525100,0.0859888720283257,0.0667678300455235,0.0443548387096774,0.0,0.0331962772518182,62890,1977
121,62680,42003413400,0.0567312021611886,0.0990544799639801,0.0784550392275196,0.006,0.0313125864527534,62680,4442
151,62710,42003429202,0.0757642888790429,0.0374390784226849,0.0050279329608938,0.009,0.03125,62710,4514
129,62688,42003417100,0.0797747536367902,0.0694509619896762,0.0723809523809523,0.0,0.030797297103165,62688,2131
210,62769,42003470400,0.063133018230925,0.1046590141796083,0.0542521994134897,0.0069999999999999,0.0307461771061822,62769,2962
221,62780,42003473300,0.0756756756756756,0.0755067567567567,0.0766998341625207,0.0,0.0306120577055724,62780,5920
237,62796,42003475304,0.0434938892882818,0.0871675053918044,0.0263819095477386,0.0,0.0,62796,5564
230,62789,42003474202,0.0406120136003022,0.101624480544012,0.0746928746928747,0.0,0.0,62789,5294
177,62736,42003451104,0.0198643410852713,0.0838178294573643,0.0202604920405209,0.0,0.0,62736,4128
175,62734,42003451101,0.0425816818425281,0.0404392072844135,0.0128949065119277,0.0,0.0,62734,3734
192,62751,42003459102,0.0772286667726044,0.0489432703003337,0.0265414454879542,0.0069999999999999,0.0,62751,6293
274,62833,42003490004,0.0391836734693877,0.0522448979591836,0.0435483870967741,0.0,0.0,62833,4900
275,62834,42003491101,0.0256856187290969,0.0791973244147157,0.0390596745027124,0.004,0.0,62834,7475
281,62840,42003495000,0.0665362035225048,0.088388780169602,0.0537400145243282,0.0,0.0,62840,3066
282,62841,42003496101,0.0758196721311475,0.0655737704918032,0.0185036202735317,0.0,0.0,62841,2928
212,62771,42003470502,0.042796471741261,0.0777523685070238,0.0403624382207578,0.0,0.0,62771,3061
231,62790,42003474203,0.0237407101568951,0.0706028075970272,0.0096755833807626,0.0,0.0,62790,4844
236,62795,42003475303,0.0354087452471482,0.0356463878326996,0.0371876815804764,0.008,0.0,62795,4208
364,62923,42003563201,0.018796992481203,0.0225563909774436,0.0333333333333333,0.0,0.0,62923,266
366,62925,42003563300,0.0315284441398217,0.0692254969156956,0.0240963855421686,0.0069999999999999,0.0,62925,1459
239,62798,42003475402,0.0566153846153846,0.0575384615384615,0.045985401459854,0.0,0.0,62798,3250
238,62797,42003475401,0.0613340148223869,0.0518783542039356,0.0593681917211329,0.0,0.0,62797,3913
223,62782,42003473402,0.0755520085129023,0.0923117850492152,0.0557083906464924,0.0,0.0,62782,3759
140,62699,42003426300,0.0385661705872939,0.0555288846215394,0.0123102174805088,0.0,0.0,62699,6249
125,62684,42003414200,0.0788152610441767,0.0771419009370816,0.0074766355140186,0.0069999999999999,0.0,62684,5976
145,62704,42003427100,0.0528602461984069,0.0910572049239681,0.0361601377529057,0.0,0.0,62704,5524
142,62701,42003426700,0.0613165013525698,0.0739404869251578,0.0228813559322033,0.0,0.0,62701,2218
143,62702,42003426800,0.0380861244019138,0.0292822966507177,0.0176695319961795,0.0,0.0,62702,5225
184,62743,42003456001,0.0353015339357007,0.0617776843874763,0.0290123456790123,0.0,0.0,62743,4759
166,62725,42003437000,0.0775886524822695,0.0678014184397163,0.0062573328118889,0.0,0.0,62725,7050
169,62728,42003446000,0.0223684210526315,0.0651315789473684,0.019163763066202,0.0,0.0,62728,1520
336,62895,42003526201,0.043214973850812,0.0503715937241948,0.0542124542124542,0.008,0.0,62895,3633
110,62669,42003409002,0.0,0.0574012550756736,0.0,0.0,0.0,62669,5418
111,62670,42003410000,0.0267206477732793,0.0518218623481781,0.0271398747390396,0.0,0.0,62670,1235
339,62898,42003526302,0.040088194026859,0.100420926037282,0.0550807217473884,0.005,0.0,62898,4989
108,62667,42003408002,0.0788056779246206,0.0930004894762604,0.0131147540983606,0.0,0.0,62667,6129
338,62897,42003526301,0.0591299817660849,0.0424589736910653,0.0158328055731475,0.0,0.0,62897,3839
123,62682,42003414101,0.0471300201723821,0.0324591967724188,0.0077081192189105,0.0,0.0,62682,5453
119,62678,42003413202,0.0342440801457194,0.0692167577413479,0.0346215780998389,0.0,0.0,62678,2745
120,62679,42003413300,0.0593406593406593,0.047032967032967,0.0420586607636967,0.003,0.0,62679,4550
