,Unnamed: 0_x,fips_str,ep_pov,ep_bipoc,ep_carless,ep_overcrowd,risk_score,Unnamed: 0_y,pop
378,62937,42003565300,0.4063777596075225,0.1373671300081766,0.0933333333333333,0.011,0.273212430780437,62937,1223
96,62655,42003320700,0.1484042553191489,0.1813829787234042,0.0803324099722991,0.037,0.27235225092455,62655,1880
61,62620,42003170600,0.3184049079754601,0.2153374233128834,0.2111368909512761,0.0,0.272239294206625,62620,1630
328,62887,42003523702,0.1829549826856483,0.3607156598691804,0.2077662129703763,0.0,0.2636620763447433,62887,5198
265,62824,42003488200,0.3487698986975397,0.2599131693198263,0.125,0.0,0.2633991999050334,62824,3455
322,62881,42003523300,0.0848191543555782,0.444982170147733,0.0779144698301113,0.017,0.2590962236389636,62881,3926
85,62644,42003270800,0.1583157894736842,0.2901052631578947,0.1180555555555555,0.017,0.2554877549539025,62644,2375
98,62657,42003401200,0.3047652916073968,0.2009246088193456,0.1926470588235294,0.0,0.2551269580552895,62657,2812
297,62856,42003512000,0.215214251324025,0.3851709195955705,0.1354166666666666,0.008,0.2548198099317842,62856,2077
162,62721,42003432300,0.209881941407958,0.219938784433756,0.2679738562091503,0.0,0.2544543050291363,62721,2287
325,62884,42003523502,0.1943291839557399,0.3914246196403873,0.1376146788990825,0.0,0.2495726126596339,62884,1446
330,62889,42003524000,0.302396348421453,0.1768733358691517,0.1995033112582781,0.005,0.2494943335080772,62889,2629
17,62576,42003070500,0.2273030707610147,0.2940587449933244,0.1799640071985603,0.0,0.2490266841346798,62576,2996
101,62660,42003403500,0.3283271719038817,0.1106746765249537,0.2239488117001828,0.0,0.2487437763874598,62660,4328
324,62883,42003523501,0.158679706601467,0.6007334963325184,0.0352805089647194,0.0069999999999999,0.2457597190197362,62883,4090
207,62766,42003468900,0.2325886990801577,0.2988173455978975,0.162406015037594,0.008,0.245534453138863,62766,3805
60,62619,42003170200,0.3410613086038124,0.2511591962905719,0.0936007640878701,0.0,0.245178135459158,62619,3882
0,62559,42003010302,0.0881019218311379,0.2910818397754264,0.2981366459627329,0.0,0.2415294457906513,62559,4631
367,62926,42003563800,0.079727248885392,0.063729346970889,0.1581120943952802,0.042,0.2397172066269708,62926,3813
